Tarih,Saat,Enlem(N),Boylam(E),Derinlik(km),ML
2023.05.06,19:32:48.31,37.2627,37.102,3.1,1.9
2023.05.06,19:19:12.73,37.9208,36.3242,5.7,2.4
2023.05.06,19:08:41.11,38.1325,37.2125,7.8,1.4
2023.05.06,19:07:16.06,37.8433,36.2532,1.2,1.9
2023.05.06,18:55:21.52,37.8817,36.537,1.7,2.2
2023.05.06,18:48:27.76,38.6472,37.3602,5.0,1.5
2023.05.06,18:45:56.62,37.9057,36.2705,16.9,1.6
2023.05.06,18:36:01.03,38.2658,37.9428,10.0,2.1
2023.05.06,18:33:23.00,38.0538,37.5022,3.0,1.6
2023.05.06,18:18:18.65,37.776,36.3582,10.9,1.5
2023.05.06,17:57:50.03,40.639,27.7253,12.5,2.4
2023.05.06,17:34:44.09,38.2503,38.7933,9.6,2.3
2023.05.06,17:13:51.66,37.2585,36.9068,10.4,1.5
2023.05.06,17:11:36.68,39.2757,43.7873,5.0,2.1
2023.05.06,17:11:19.90,38.1042,37.0317,5.0,1.8
2023.05.06,17:05:49.51,38.7168,38.1208,3.1,1.6
2023.05.06,16:40:33.00,38.1285,37.1643,26.4,1.7
2023.05.06,16:38:52.65,37.822,36.2693,17.1,1.4
2023.05.06,16:29:43.28,37.6655,36.5705,7.5,2.1
2023.05.06,16:28:50.77,37.4982,37.1423,2.5,2.2
2023.05.06,16:26:50.55,38.8925,26.9313,9.7,2.3
2023.05.06,16:17:31.08,38.331,36.8772,5.0,1.4
2023.05.06,15:54:34.39,38.5542,39.8333,9.3,1.9
2023.05.06,15:25:59.80,38.1583,36.6855,5.4,1.5
2023.05.06,15:15:46.69,37.9903,36.6018,5.0,1.8
2023.05.06,15:06:58.79,38.229,37.7905,5.0,2.0
2023.05.06,14:52:14.88,38.2407,38.3745,8.3,2.8
2023.05.06,14:50:17.07,38.669,39.8582,7.5,2.4
2023.05.06,14:44:44.84,38.1815,37.8092,13.9,1.7
2023.05.06,14:03:19.67,38.752,36.9443,1.3,2.1
2023.05.06,13:41:58.36,38.2948,37.681,5.5,2.7
2023.05.06,13:37:28.33,38.1067,37.8365,11.8,1.7
2023.05.06,13:34:51.95,38.2277,37.1262,9.0,2.0
2023.05.06,13:34:02.99,37.929,33.0173,6.3,2.1
2023.05.06,13:23:01.35,38.6718,37.4148,26.7,1.6
2023.05.06,13:16:50.39,37.9218,36.3138,16.6,2.1
2023.05.06,12:58:02.40,36.5103,28.8527,4.1,2.3
2023.05.06,12:56:47.75,38.6038,37.4728,5.0,2.1
2023.05.06,12:36:06.14,39.1318,28.0663,3.7,1.4
2023.05.06,12:29:25.31,37.8565,36.5693,2.9,4.0
2023.05.06,12:18:57.87,38.0658,36.5798,1.3,1.8
2023.05.06,12:18:22.01,39.1273,28.0347,4.7,2.3
2023.05.06,12:09:40.10,38.4817,37.4032,5.0,1.9
2023.05.06,12:04:58.73,38.1233,37.806,13.0,1.8
2023.05.06,11:54:50.27,38.094,27.2333,10.7,1.7
2023.05.06,11:39:46.35,40.7102,30.616,5.0,1.5
2023.05.06,11:33:12.50,38.2215,37.8398,4.2,1.8
2023.05.06,11:31:53.97,38.1692,37.7362,13.4,1.6
2023.05.06,11:23:17.54,38.1055,36.684,7.4,1.8
2023.05.06,11:14:29.13,36.4692,27.1338,8.5,2.9
2023.05.06,11:13:22.04,37.1973,36.8943,2.5,1.5
2023.05.06,11:10:39.06,40.7125,30.61,4.9,1.7
2023.05.06,11:06:35.04,36.2335,36.1505,7.2,2.2
2023.05.06,10:56:43.00,38.199,36.907,5.0,1.6
2023.05.06,10:47:27.41,37.2268,36.9638,6.9,1.6
2023.05.06,10:43:56.14,36.8817,36.3768,1.3,1.8
2023.05.06,10:39:56.38,38.186,37.7255,4.6,2.0
2023.05.06,10:37:43.00,38.2075,38.392,10.3,2.5
2023.05.06,10:30:56.69,36.0182,36.3887,21.1,1.6
2023.05.06,10:05:15.64,36.4777,36.1872,7.4,1.3
2023.05.06,10:03:31.86,40.2753,31.8083,6.3,2.3
2023.05.06,10:00:55.72,38.0587,37.5157,9.4,2.1
2023.05.06,09:56:09.14,37.8813,36.2548,10.6,1.3
2023.05.06,09:51:23.04,37.9063,26.7725,2.9,3.0
2023.05.06,09:51:20.24,38.0327,36.4357,21.5,1.5
2023.05.06,09:38:11.60,40.2452,29.4838,1.7,1.1
2023.05.06,09:04:18.34,38.9083,32.8555,7.5,1.8
2023.05.06,08:59:23.00,37.4563,37.0735,6.6,1.7
2023.05.06,08:53:17.97,39.3352,27.649,19.3,1.6
2023.05.06,08:44:39.64,37.5245,37.0872,5.0,2.4
2023.05.06,08:42:58.89,37.8178,36.2698,5.0,2.6
2023.05.06,08:24:51.04,37.1723,37.2057,0.0,2.2
2023.05.06,08:19:31.27,38.0225,36.6902,4.1,1.6
2023.05.06,08:15:07.20,37.9832,36.3825,5.0,2.7
2023.05.06,08:07:02.11,37.8867,36.2655,28.4,1.5
2023.05.06,08:02:48.86,37.5968,29.2322,0.0,1.5
2023.05.06,08:01:09.33,38.3078,37.8225,5.0,1.7
2023.05.06,07:59:49.27,41.2733,32.1757,28.6,1.7
2023.05.06,07:55:32.06,37.9942,37.0158,22.4,1.9
2023.05.06,07:47:38.91,38.1768,37.6613,11.6,2.1
2023.05.06,07:34:21.21,38.1843,38.464,24.3,2.0
2023.05.06,07:29:30.15,36.1563,35.947,12.3,2.8
2023.05.06,07:27:09.27,37.6423,28.9772,5.3,1.6
2023.05.06,07:19:05.91,37.933,36.5685,6.1,2.2
2023.05.06,07:05:47.66,37.8207,36.6253,5.7,2.1
2023.05.06,06:44:45.27,38.1443,37.3718,3.3,2.0
2023.05.06,06:33:02.47,37.915,36.2883,18.4,1.9
2023.05.06,06:16:52.87,38.1407,37.3707,5.0,2.5
2023.05.06,06:03:16.70,37.7625,37.6148,12.9,1.7
2023.05.06,06:00:55.46,37.9243,36.1915,24.9,1.4
2023.05.06,05:43:16.54,38.164,37.2278,1.5,1.8
2023.05.06,05:41:00.98,37.8135,36.2977,16.3,1.5
2023.05.06,05:34:42.11,36.5675,36.3548,3.5,2.0
2023.05.06,05:34:38.08,37.976,38.1232,24.4,2.0
2023.05.06,05:23:17.32,38.107,37.3058,6.2,2.3
2023.05.06,05:14:28.95,37.8865,36.2112,16.3,1.3
2023.05.06,05:02:37.28,37.708,29.2872,0.0,1.0
2023.05.06,04:54:13.26,37.9285,33.0353,6.1,2.0
2023.05.06,04:50:14.87,37.8967,37.7582,5.0,2.1
2023.05.06,04:34:02.74,38.4218,37.7587,5.5,1.9
2023.05.06,04:33:10.20,37.9072,36.2128,6.5,1.7
2023.05.06,04:12:59.96,37.6468,27.1495,18.2,1.0
2023.05.06,04:12:19.65,39.302,33.1627,20.3,1.1
2023.05.06,04:08:10.14,37.8657,36.2622,5.1,2.1
2023.05.06,03:46:50.40,40.2323,31.7442,8.2,2.3
2023.05.06,03:40:58.76,37.8788,36.4298,14.6,1.9
2023.05.06,03:26:56.38,38.2615,38.0805,5.4,2.7
2023.05.06,03:21:30.82,37.9733,36.9285,9.3,2.2
2023.05.06,03:20:13.33,38.1102,36.5902,1.1,2.3
2023.05.06,03:13:34.74,37.7172,29.3135,1.5,2.1
2023.05.06,02:53:41.23,38.4558,37.4633,6.2,2.0
2023.05.06,02:50:53.68,37.8913,36.3208,5.0,2.0
2023.05.06,02:49:42.96,37.9105,36.271,4.2,1.7
2023.05.06,02:09:43.40,36.9838,28.8297,2.6,1.3
2023.05.06,02:03:44.74,37.9283,36.7922,10.4,2.3
2023.05.06,02:00:16.71,38.0423,36.618,19.3,1.5
2023.05.06,01:38:17.79,37.9215,36.4198,7.6,1.9
2023.05.06,01:34:20.63,37.8178,36.2833,1.4,3.0
2023.05.06,01:31:02.36,37.8967,27.3533,5.1,1.4
2023.05.06,01:07:53.32,37.933,36.2142,5.0,1.8
2023.05.06,01:03:42.63,38.1703,38.4287,11.4,2.8
2023.05.06,01:00:33.23,38.0575,37.4017,2.0,2.0
2023.05.06,00:57:23.67,38.0563,37.4493,3.4,2.3
2023.05.06,00:49:43.37,37.8315,36.5002,1.1,1.7
2023.05.06,00:40:57.31,38.156,37.1372,5.0,2.0
2023.05.06,00:39:13.97,38.094,36.4923,7.7,2.1
2023.05.06,00:37:53.79,38.059,37.5247,1.6,2.7
2023.05.06,00:30:20.81,36.2032,36.1985,16.1,1.7
2023.05.06,00:23:14.88,37.368,37.1187,6.0,1.4
2023.05.06,00:18:39.51,37.9628,36.0468,9.9,2.0
2023.05.06,00:02:24.08,37.2277,37.0243,13.6,1.0
2023.05.05,23:54:25.31,37.9705,36.5988,5.0,2.8
2023.05.05,23:40:44.27,36.1518,36.1797,5.0,1.5
2023.05.05,23:35:53.96,37.9413,36.4747,4.7,1.8
2023.05.05,23:31:40.24,36.1135,35.9283,8.0,2.6
2023.05.05,23:29:44.27,36.0385,36.103,4.9,2.4
2023.05.05,23:27:46.17,38.5872,37.4908,3.1,1.8
2023.05.05,23:12:47.23,37.8073,42.0593,1.5,2.0
2023.05.05,23:03:53.43,38.2963,38.9138,9.5,3.0
2023.05.05,22:57:06.29,38.9248,26.988,8.8,1.9
2023.05.05,22:44:22.71,37.8965,36.1543,8.8,1.5
2023.05.05,22:37:34.68,37.8485,36.5255,7.0,2.5
2023.05.05,22:35:06.02,37.7163,36.1252,5.0,3.0
2023.05.05,22:30:13.20,36.0863,35.9268,8.0,2.1
2023.05.05,22:25:54.66,39.4478,27.9347,2.3,1.7
2023.05.05,22:20:34.32,38.0038,36.256,3.7,1.3
2023.05.05,22:19:29.57,38.1465,36.5407,21.7,2.1
2023.05.05,22:11:51.68,37.9675,36.3582,5.7,2.1
2023.05.05,22:09:04.63,37.8992,36.552,16.4,1.6
2023.05.05,22:08:00.48,37.8565,37.7968,5.4,1.9
2023.05.05,22:06:32.58,38.0108,36.21,1.2,1.5
2023.05.05,21:56:39.39,37.2403,38.844,21.3,2.4
2023.05.05,21:52:52.38,38.2583,37.1478,6.8,1.6
2023.05.05,21:50:47.11,37.9702,36.4428,8.5,2.1
2023.05.05,21:47:22.69,38.0938,36.3547,3.0,1.6
2023.05.05,21:42:37.60,38.0292,36.6262,9.2,1.7
2023.05.05,21:40:28.07,38.0868,36.3507,3.8,1.7
2023.05.05,21:20:05.29,38.1227,36.7613,1.9,1.8
2023.05.05,21:06:43.60,38.1132,37.3323,8.6,1.6
2023.05.05,20:57:46.36,38.283,37.176,5.0,2.5
2023.05.05,20:55:09.15,37.7373,30.1635,20.9,1.7
2023.05.05,20:44:26.30,37.7023,36.2787,14.6,1.8
2023.05.05,20:31:35.91,38.15,40.2353,5.6,1.4
2023.05.05,20:16:06.82,37.9508,36.3735,4.9,1.6
2023.05.05,20:04:49.45,38.9657,27.0247,8.7,1.7
2023.05.05,20:01:16.85,35.8063,35.8273,9.9,2.3
2023.05.05,19:58:34.30,37.6835,37.3685,4.6,1.1
2023.05.05,19:57:30.38,38.2057,38.3652,5.0,2.1
2023.05.05,19:55:52.63,38.202,36.4818,4.8,1.6
2023.05.05,19:53:30.52,37.9023,36.2455,5.0,2.7
2023.05.05,19:44:18.56,37.8673,36.5542,5.0,3.2
2023.05.05,19:35:25.39,37.1267,36.953,6.4,2.4
2023.05.05,19:33:27.95,38.0898,36.4975,8.6,1.6
2023.05.05,19:14:28.29,38.1098,37.2473,5.0,1.7
2023.05.05,19:12:49.99,37.901,36.2653,5.0,2.6
2023.05.05,18:58:29.69,36.02,35.8177,6.2,1.9
2023.05.05,18:49:12.95,37.9807,36.266,13.3,1.5
2023.05.05,18:45:52.74,37.0855,28.413,11.6,2.6
2023.05.05,18:43:18.44,37.4615,37.137,5.3,1.6
2023.05.05,18:21:41.71,38.7345,43.427,4.3,1.7
2023.05.05,18:20:08.68,37.9413,36.3102,7.6,2.7
2023.05.05,18:12:20.15,38.2467,33.0643,16.0,1.6
2023.05.05,17:52:20.61,38.2855,36.36,18.8,1.7
2023.05.05,17:31:59.36,38.3867,37.7435,7.0,1.5
2023.05.05,17:20:47.23,38.9675,26.072,8.9,3.1
2023.05.05,17:17:31.42,37.8128,36.5217,4.9,2.2
2023.05.05,17:10:54.73,37.988,36.3495,1.2,2.2
2023.05.05,17:05:04.99,38.1442,37.7265,10.6,2.1
2023.05.05,17:02:56.04,36.5148,36.351,4.3,1.5
2023.05.05,16:53:47.42,38.0128,36.2823,8.7,2.1
2023.05.05,16:50:00.68,38.0267,36.2757,13.0,1.8
2023.05.05,16:48:33.61,37.9822,36.325,5.0,3.3
2023.05.05,16:46:45.31,37.9962,36.298,5.0,2.5
2023.05.05,16:41:03.53,37.9958,36.3298,5.3,2.4
2023.05.05,16:28:42.45,37.9733,36.366,5.4,1.8
2023.05.05,16:22:43.16,37.3935,36.8115,5.0,1.7
2023.05.05,16:17:05.52,37.9743,36.4132,4.5,1.9
2023.05.05,16:07:56.44,37.9933,36.3172,14.2,1.9
2023.05.05,16:03:04.55,37.9778,36.3448,5.3,1.3
2023.05.05,15:35:40.42,38.1023,36.5795,2.1,2.4
2023.05.05,15:21:21.52,37.3977,36.9368,5.0,1.7
2023.05.05,15:20:04.25,38.4127,39.0693,12.1,2.7
2023.05.05,15:14:17.64,38.2708,38.7968,10.7,2.7
2023.05.05,15:09:08.86,37.9757,36.3482,5.4,1.6
2023.05.05,15:08:24.64,38.0055,36.3395,10.7,1.8
2023.05.05,15:05:33.94,37.9818,36.3677,12.4,1.5
2023.05.05,15:04:52.36,38.1873,36.491,7.2,1.4
2023.05.05,15:00:16.47,37.9828,36.3578,5.0,2.3
2023.05.05,14:55:52.11,38.0392,36.3262,2.2,1.8
2023.05.05,14:52:27.65,37.973,36.3063,5.0,4.7
2023.05.05,14:40:39.31,37.985,36.3495,5.0,3.2
2023.05.05,14:20:47.28,38.279,38.0693,5.0,1.6
2023.05.05,14:17:37.37,38.4357,38.1757,5.3,1.5
2023.05.05,14:00:03.21,37.3315,39.3863,1.9,2.0
2023.05.05,13:45:00.94,36.1905,35.9368,9.4,3.7
2023.05.05,13:21:28.17,38.1037,36.6368,7.4,1.6
2023.05.05,12:57:07.32,39.1107,40.3707,11.3,2.2
2023.05.05,12:47:11.41,38.869,37.4717,8.9,1.9
2023.05.05,12:46:16.75,37.8292,36.2975,5.0,2.0
2023.05.05,12:40:53.86,36.3697,36.006,5.6,1.8
2023.05.05,12:39:07.67,38.397,38.2115,5.4,1.8
2023.05.05,12:32:21.27,38.1237,37.5798,10.0,2.1
2023.05.05,12:30:01.37,38.3248,37.3217,14.6,1.7
2023.05.05,12:18:29.06,37.8532,36.2662,11.5,1.8
2023.05.05,12:03:10.54,36.8192,36.4275,8.7,2.0
2023.05.05,11:57:59.59,38.1272,38.4035,8.1,3.5
2023.05.05,11:54:40.84,38.3332,38.1648,13.5,2.0
2023.05.05,11:36:02.55,37.89,36.2887,12.2,1.4
2023.05.05,11:33:12.18,38.0168,36.4862,17.4,1.7
2023.05.05,11:32:12.07,38.1863,36.6798,13.1,1.6
2023.05.05,11:25:15.50,37.9297,36.2413,4.9,2.1
2023.05.05,11:21:46.73,38.2328,37.8367,6.3,2.5
2023.05.05,11:08:49.57,38.1368,37.7268,7.8,2.2
2023.05.05,11:06:51.31,37.1892,39.3678,10.4,3.0
2023.05.05,11:03:23.83,37.1883,39.3752,7.6,2.8
2023.05.05,10:51:18.72,36.8215,28.1345,11.8,1.8
2023.05.05,10:13:24.42,38.6997,37.4563,2.9,1.4
2023.05.05,09:58:23.85,38.0835,36.5242,16.3,1.5
2023.05.05,09:54:31.63,38.3942,36.1327,13.2,1.4
2023.05.05,09:53:18.84,37.731,36.9702,21.8,1.4
2023.05.05,09:51:26.52,37.94,36.2752,11.9,1.7
2023.05.05,09:44:17.16,38.0608,36.5313,7.4,1.5
2023.05.05,09:43:45.49,39.2612,40.9768,15.0,1.6
2023.05.05,09:42:46.26,37.8497,36.2882,4.7,1.6
2023.05.05,09:40:17.09,36.1315,33.5362,0.0,1.9
2023.05.05,09:40:15.56,37.8975,36.569,25.1,1.3
2023.05.05,09:39:43.11,37.794,36.3172,20.8,1.4
2023.05.05,09:16:41.16,38.255,36.386,5.5,1.6
2023.05.05,08:58:15.62,37.7633,36.5212,4.7,1.3
2023.05.05,08:54:13.04,37.9208,36.2533,12.5,2.1
2023.05.05,08:51:55.43,37.8833,36.3037,16.4,1.5
2023.05.05,08:46:08.87,38.0083,36.6602,5.0,1.9
2023.05.05,08:40:20.75,38.1328,38.4718,5.4,1.6
2023.05.05,08:37:21.24,37.9048,36.2813,5.3,2.5
2023.05.05,08:36:57.58,38.2473,37.3195,5.0,1.9
2023.05.05,08:31:14.24,38.0713,37.1907,3.0,2.0
2023.05.05,08:20:18.57,38.3783,37.309,28.3,1.6
2023.05.05,08:19:22.39,38.3683,37.376,29.6,1.2
2023.05.05,08:14:46.34,37.912,36.2662,3.3,2.3
2023.05.05,08:09:43.76,37.9105,36.2755,5.0,3.6
2023.05.05,08:03:51.88,37.9087,39.2925,5.0,1.9
2023.05.05,07:58:31.56,38.3665,37.7828,2.8,1.7
2023.05.05,07:54:45.86,37.9247,36.259,16.7,1.6
2023.05.05,07:45:20.38,37.9013,36.2703,8.2,2.9
2023.05.05,07:42:14.72,37.5103,37.0137,6.6,1.3
2023.05.05,07:34:44.76,38.239,38.0353,8.5,1.8
2023.05.05,07:19:03.69,37.8302,36.303,5.2,1.6
2023.05.05,07:05:39.95,37.8958,36.2693,5.0,3.1
2023.05.05,07:04:12.55,39.5225,27.6852,11.7,2.2
2023.05.05,06:42:31.08,37.4722,37.0837,4.7,1.4
2023.05.05,06:35:53.51,38.3133,38.1812,15.9,1.5
2023.05.05,06:22:16.93,38.0713,37.4502,9.9,2.2
2023.05.05,06:06:32.46,37.1653,30.5518,24.2,1.8
2023.05.05,06:01:57.65,38.1313,37.119,2.6,1.7
2023.05.05,06:00:39.02,38.5602,37.3448,4.9,1.9
2023.05.05,05:59:54.43,37.3473,37.0507,3.7,1.9
2023.05.05,05:56:32.27,37.8642,37.6023,5.8,1.9
2023.05.05,05:51:34.24,38.2105,38.4017,18.3,1.9
2023.05.05,05:47:29.58,38.236,38.4703,11.7,2.3
2023.05.05,05:46:19.55,37.6877,36.352,11.3,1.8
2023.05.05,05:35:22.36,38.2435,38.448,5.0,1.9
2023.05.05,05:28:40.99,38.1805,37.5007,5.0,2.4
2023.05.05,05:01:02.32,37.8978,36.6183,13.9,1.9
2023.05.05,04:57:46.71,37.4045,36.9798,2.1,1.6
2023.05.05,04:47:46.40,37.8275,36.6278,3.1,2.4
2023.05.05,04:44:08.77,38.2785,37.9725,1.2,2.6
2023.05.05,04:13:20.06,38.1033,36.8635,16.6,1.6
2023.05.05,04:11:06.28,36.2705,35.9138,4.7,1.5
2023.05.05,03:51:16.48,38.56,37.9378,6.1,1.2
2023.05.05,03:46:18.16,37.8832,36.2253,17.7,1.4
2023.05.05,03:40:44.64,36.9372,36.5172,7.9,1.6
2023.05.05,03:34:54.52,38.3693,38.3407,5.0,1.3
2023.05.05,03:33:48.96,37.9127,36.289,2.0,2.0
2023.05.05,03:32:44.13,38.1443,26.3497,2.8,2.2
2023.05.05,03:30:04.26,38.9072,37.3358,1.0,2.3
2023.05.05,03:14:42.65,38.0857,38.335,5.3,2.0
2023.05.05,03:08:38.55,38.7678,37.265,5.0,1.8
2023.05.05,03:02:03.65,38.0972,37.5142,6.4,1.8
2023.05.05,02:36:41.27,37.657,36.3532,5.0,2.4
2023.05.05,02:33:24.46,38.358,37.802,7.8,1.7
2023.05.05,02:32:33.35,38.2067,36.4677,7.0,1.0
2023.05.05,02:26:26.51,38.5045,37.4683,4.3,1.6
2023.05.05,02:23:49.88,38.2952,37.6677,5.0,1.6
2023.05.05,02:15:44.85,40.0175,41.2988,7.4,1.7
2023.05.05,02:02:17.42,37.2827,36.7718,2.4,2.1
2023.05.05,01:54:49.54,38.055,36.5558,7.6,1.6
2023.05.05,01:53:15.43,37.9195,36.2965,13.2,1.5
2023.05.05,01:46:14.56,37.8442,36.2878,8.9,1.6
2023.05.05,01:40:47.15,37.1337,28.4758,6.6,2.5
2023.05.05,01:39:59.75,38.0767,37.6378,5.6,1.7
2023.05.05,01:32:10.62,37.3848,36.9032,5.0,1.4
2023.05.05,01:21:37.76,37.446,37.016,6.1,1.6
2023.05.05,01:18:27.44,38.0698,37.3887,6.4,1.4
2023.05.05,01:12:29.44,38.5008,37.4863,5.0,1.4
2023.05.05,01:09:54.68,37.9518,36.573,21.1,1.3
2023.05.05,00:55:29.60,37.9747,36.7813,14.1,1.4
2023.05.05,00:47:11.63,38.0825,37.4295,5.0,2.3
2023.05.05,00:46:07.55,38.079,37.4692,5.6,2.5
2023.05.05,00:44:29.86,38.1357,38.3442,17.1,2.2
2023.05.05,00:25:24.50,38.443,37.4505,5.0,1.8
2023.05.05,00:24:26.85,38.6753,39.1677,5.0,1.4
2023.05.05,00:18:30.62,37.8613,36.5797,5.0,1.9
2023.05.05,00:01:47.92,37.6898,36.3598,6.0,2.1
2023.05.04,23:58:12.28,38.0792,36.4637,4.5,1.7
2023.05.04,23:55:59.30,40.1365,29.5503,1.4,1.6
2023.05.04,23:41:07.82,38.332,37.2792,5.6,1.8
2023.05.04,23:36:39.70,38.3375,26.5702,5.3,1.2
2023.05.04,23:36:15.89,37.357,36.8817,7.7,1.4
2023.05.04,23:31:50.06,38.4753,37.4937,2.2,1.4
2023.05.04,23:25:50.70,38.4273,37.4442,5.0,2.5
2023.05.04,23:18:43.58,38.1925,37.7893,5.0,1.9
2023.05.04,23:17:14.95,36.4605,36.009,6.9,1.5
2023.05.04,22:56:36.54,37.2943,37.0312,7.0,1.6
2023.05.04,22:51:33.07,35.748,28.5913,14.5,3.5
2023.05.04,22:49:40.83,40.6727,32.8052,7.4,2.0
2023.05.04,22:42:20.75,37.059,28.3652,16.6,1.3
2023.05.04,22:42:15.88,38.1027,36.461,2.0,1.4
2023.05.04,22:18:47.93,37.9057,36.314,1.7,1.5
2023.05.04,22:13:31.98,37.7677,36.2115,5.0,2.2
2023.05.04,22:03:01.07,37.8392,36.4238,12.0,1.7
2023.05.04,22:01:21.54,37.6742,36.337,1.7,2.3
2023.05.04,21:55:58.73,38.2115,36.3382,5.0,2.8
2023.05.04,21:54:26.91,39.1703,40.2133,5.0,3.0
2023.05.04,21:48:28.87,38.0873,37.5918,3.5,1.6
2023.05.04,21:41:40.35,38.3405,37.0815,5.0,1.6
2023.05.04,21:37:52.56,37.7002,36.3382,7.2,2.4
2023.05.04,21:34:57.79,36.206,35.9452,7.2,2.1
2023.05.04,21:30:13.14,37.8737,36.2542,1.6,1.8
2023.05.04,21:24:14.59,38.4255,37.4523,5.0,2.1
2023.05.04,21:12:29.81,38.119,36.6998,8.0,2.0
2023.05.04,20:59:23.24,38.1083,37.206,2.1,1.6
2023.05.04,20:52:44.73,38.0978,37.2068,5.0,1.6
2023.05.04,20:46:16.74,38.39,38.2033,11.3,1.6
2023.05.04,20:39:39.73,38.1557,37.8043,8.5,1.7
2023.05.04,20:32:13.22,40.8227,27.709,4.4,1.6
2023.05.04,20:21:55.16,36.18,36.3543,8.1,2.2
2023.05.04,19:48:46.60,38.1083,37.082,9.2,2.4
2023.05.04,19:47:34.80,37.8493,36.2773,5.4,2.3
2023.05.04,19:43:58.93,37.9088,36.2748,14.4,1.3
2023.05.04,19:38:34.17,37.8883,36.6093,8.6,1.7
2023.05.04,19:31:22.58,39.979,41.321,7.9,1.7
2023.05.04,19:26:59.15,38.6962,26.9868,12.8,2.7
2023.05.04,19:26:49.30,39.9747,41.3167,5.0,3.0
2023.05.04,19:23:37.73,37.0717,38.7335,15.6,2.2
2023.05.04,19:22:12.13,38.4308,38.812,15.3,2.0
2023.05.04,19:16:51.39,36.3897,28.0352,6.8,2.0
2023.05.04,19:16:25.69,38.3032,38.2058,7.0,1.9
2023.05.04,18:45:50.94,38.0792,37.482,8.4,1.5
2023.05.04,18:28:51.27,36.5458,36.5698,8.7,2.2
2023.05.04,18:18:42.40,38.448,37.4848,6.9,1.7
2023.05.04,18:15:06.99,38.2508,37.2177,8.0,1.7
2023.05.04,18:12:09.52,37.8718,36.5152,1.8,2.1
2023.05.04,17:50:09.67,36.544,36.5558,8.2,1.9
2023.05.04,17:20:21.17,37.921,36.2478,15.3,1.7
2023.05.04,17:16:21.04,38.0832,37.5213,1.9,2.0
2023.05.04,17:14:56.05,37.1298,28.4653,12.7,1.6
2023.05.04,17:00:03.92,39.9492,27.5603,8.0,1.7
2023.05.04,16:41:32.04,38.5043,37.7012,6.2,2.1
2023.05.04,16:38:15.71,35.6968,35.044,7.4,2.0
2023.05.04,16:27:44.95,38.2992,37.3852,5.0,1.9
2023.05.04,16:19:18.55,37.8973,36.3415,17.3,1.5
2023.05.04,16:12:49.33,38.094,38.1573,17.5,1.9
2023.05.04,16:08:05.53,36.349,36.1398,5.4,2.4
2023.05.04,16:04:47.34,37.8997,36.4362,6.1,2.3
2023.05.04,15:58:06.53,40.1632,31.7775,8.9,2.4
2023.05.04,15:56:55.03,37.5715,37.2102,4.9,1.9
2023.05.04,15:54:55.12,39.6862,34.1535,5.0,1.5
2023.05.04,15:50:24.90,38.4613,37.4173,5.0,2.5
2023.05.04,15:37:56.01,38.1483,37.7392,13.5,1.8
2023.05.04,15:34:17.79,38.2928,37.4527,8.4,1.8
2023.05.04,15:24:19.32,36.0255,35.5423,5.0,1.5
2023.05.04,15:23:34.21,37.9428,36.232,15.8,1.3
2023.05.04,15:14:32.43,37.6492,35.4762,4.8,1.6
2023.05.04,15:13:02.46,37.755,36.566,3.6,2.2
2023.05.04,15:04:42.76,37.0703,28.3655,5.3,1.7
2023.05.04,14:50:11.40,38.127,37.2788,18.0,1.9
2023.05.04,14:48:47.44,37.903,36.2443,5.0,3.3
2023.05.04,14:43:46.11,37.2432,30.4662,5.3,2.1
2023.05.04,14:41:42.33,38.4167,38.2162,28.5,1.6
2023.05.04,14:40:01.64,39.4743,26.9968,7.8,2.4
2023.05.04,14:08:54.30,37.8442,36.2653,5.0,3.3
2023.05.04,14:06:12.62,38.2483,36.3667,2.3,3.1
2023.05.04,13:56:49.22,38.0588,36.5463,4.8,1.7
2023.05.04,13:54:59.77,37.9052,36.2738,26.7,1.5
2023.05.04,13:51:54.23,37.6685,36.4718,14.4,1.9
2023.05.04,13:43:08.41,38.3102,37.591,5.0,2.4
2023.05.04,13:14:40.32,37.9027,36.1882,5.0,2.3
2023.05.04,13:14:07.87,37.9572,37.7572,9.8,2.5
2023.05.04,13:10:02.65,36.555,36.6573,6.9,2.1
2023.05.04,13:03:58.24,38.2233,37.2818,5.0,2.1
2023.05.04,12:53:21.30,38.145,36.6407,4.0,2.2
2023.05.04,12:43:10.30,38.7017,38.1592,28.4,1.5
2023.05.04,12:35:41.94,36.829,37.3342,26.0,2.0
2023.05.04,12:23:43.62,38.3492,38.176,9.5,1.6
2023.05.04,12:11:51.21,38.0932,37.464,2.7,2.1
2023.05.04,12:07:49.19,37.1325,39.3477,9.6,3.1
2023.05.04,11:56:55.56,37.9188,36.236,5.0,2.0
2023.05.04,11:52:04.93,38.4607,37.4402,5.0,1.8
2023.05.04,11:46:18.33,38.1228,36.598,5.4,1.5
2023.05.04,11:21:29.86,37.9168,36.1872,11.5,1.9
2023.05.04,11:19:18.66,38.2963,38.0948,5.0,1.5
2023.05.04,11:04:36.06,37.9093,36.4977,6.3,2.2
2023.05.04,10:55:26.01,37.4735,37.0993,5.4,1.5
2023.05.04,10:52:25.52,36.663,36.3402,2.8,1.5
2023.05.04,10:47:19.39,38.4597,27.3107,8.6,1.6
2023.05.04,10:46:14.17,38.4427,36.708,5.0,1.5
2023.05.04,10:42:36.85,38.418,37.523,5.0,1.7
